	proteomics	transcriptome	color	pathway
gobp_endosomal_transport	0.949391908	0.137082886	others	gobp_endosomal_transport
gobp_endosomal_vesicle_fusion	-1.853559429	2.856303902	others	gobp_endosomal_vesicle_fusion
gobp_endosome_organization	1.437707997	2.582422022	others	gobp_endosome_organization
gobp_endosome_to_lysosome_transport	-0.299822457	0.888640794	others	gobp_endosome_to_lysosome_transport
gobp_endosome_to_lysosome_transport_via_multivesicular_body_sorting_pathway	-0.619133643	-0.265707375	others	gobp_endosome_to_lysosome_transport_via_multivesicular_body_sorting_pathway
gobp_endosome_to_plasma_membrane_protein_transport	1.435010833	1.433934665	others	gobp_endosome_to_plasma_membrane_protein_transport
gobp_endosome_transport_via_multivesicular_body_sorting_pathway	0.457773938	0.160492081	others	gobp_endosome_transport_via_multivesicular_body_sorting_pathway
gobp_endothelial_cell_activation	-1.130404289	-1.082388454	others	gobp_endothelial_cell_activation
gobp_endothelial_cell_apoptotic_process	-1.475486103	-2.93356879	others	gobp_endothelial_cell_apoptotic_process
gobp_endothelial_cell_chemotaxis	-3.139632886	-6.679380767	others	gobp_endothelial_cell_chemotaxis
gobp_endothelial_cell_development	-4.783720248	-6.506259337	others	gobp_endothelial_cell_development
gobp_endothelial_cell_fate_commitment	-1.781890569	-5.769657133	others	gobp_endothelial_cell_fate_commitment
gobp_endothelial_cell_matrix_adhesion	1.263026273	-4.142633755	others	gobp_endothelial_cell_matrix_adhesion
gobp_endothelial_cell_migration	-3.815648836	-7.677276052	others	gobp_endothelial_cell_migration
gobp_endothelial_cell_morphogenesis	-1.189732842	-3.686070662	others	gobp_endothelial_cell_morphogenesis
gobp_endothelial_cell_proliferation	-3.644126674	-7.893735761	others	gobp_endothelial_cell_proliferation
gobp_endothelin_receptor_signaling_pathway	-2.797331414	-6.874972193	others	gobp_endothelin_receptor_signaling_pathway
gobp_endothelium_development	-4.561514185	-8.080958822	others	gobp_endothelium_development
gobp_energy_derivation_by_oxidation_of_organic_compounds	0.896509478	1.787451621	others	gobp_energy_derivation_by_oxidation_of_organic_compounds
gobp_energy_homeostasis	0.857044724	-3.696338897	others	gobp_energy_homeostasis
gobp_energy_reserve_metabolic_process	-0.465314872	-1.108604699	others	gobp_energy_reserve_metabolic_process
gobp_engulfment_of_apoptotic_cell	0.465797707	5.457490801	others	gobp_engulfment_of_apoptotic_cell
gobp_ensheathment_of_neurons	0.85111076	-3.331882243	others	gobp_ensheathment_of_neurons
gobp_enteric_nervous_system_development	0.567151215	-7.866293855	others	gobp_enteric_nervous_system_development
gobp_enteroendocrine_cell_differentiation	1.709336153	-5.03653262	others	gobp_enteroendocrine_cell_differentiation
gobp_entrainment_of_circadian_clock	-0.825182253	-3.992058573	others	gobp_entrainment_of_circadian_clock
gobp_entry_into_host	-0.361864662	0.084638146	others	gobp_entry_into_host
gobp_entry_of_bacterium_into_host_cell	-1.299555557	0.378356108	others	gobp_entry_of_bacterium_into_host_cell
gobp_enucleate_erythrocyte_differentiation	-1.87762172	1.929404799	others	gobp_enucleate_erythrocyte_differentiation
gobp_enzyme_directed_rrna_pseudouridine_synthesis	1.614231251	1.305840823	others	gobp_enzyme_directed_rrna_pseudouridine_synthesis
gobp_enzyme_linked_receptor_protein_signaling_pathway	-3.566665404	-7.274695246	others	gobp_enzyme_linked_receptor_protein_signaling_pathway
gobp_eosinophil_activation	2.346399459	4.95868359	others	gobp_eosinophil_activation
gobp_eosinophil_chemotaxis	0.915571294	0.252702527	others	gobp_eosinophil_chemotaxis
gobp_eosinophil_mediated_immunity	1.853541345	4.068847515	others	gobp_eosinophil_mediated_immunity
gobp_eosinophil_migration	0.626235825	1.409777527	others	gobp_eosinophil_migration
gobp_ephrin_receptor_signaling_pathway	-2.981917339	-5.171588195	others	gobp_ephrin_receptor_signaling_pathway
gobp_epiboly	-2.70991985	-4.854981214	others	gobp_epiboly
gobp_epidermal_cell_differentiation	0.924500387	-3.283885655	others	gobp_epidermal_cell_differentiation
gobp_epidermis_development	-0.015493143	-4.265796551	others	gobp_epidermis_development
gobp_epidermis_morphogenesis	-2.831917264	-6.434349501	others	gobp_epidermis_morphogenesis
gobp_epigenetic_maintenance_of_chromatin_in_transcription_competent_conformation	0.061962674	1.365675771	others	gobp_epigenetic_maintenance_of_chromatin_in_transcription_competent_conformation
gobp_epithelial_cell_apoptotic_process	-0.856917449	-3.235960244	others	gobp_epithelial_cell_apoptotic_process
gobp_epithelial_cell_cell_adhesion	-2.795442793	-5.522492253	others	gobp_epithelial_cell_cell_adhesion
gobp_epithelial_cell_development	-3.686625185	-7.276205991	others	gobp_epithelial_cell_development
gobp_epithelial_cell_differentiation	-1.907470217	-6.931427862	others	gobp_epithelial_cell_differentiation
gobp_epithelial_cell_differentiation_involved_in_kidney_development	-2.564699631	-6.599955482	others	gobp_epithelial_cell_differentiation_involved_in_kidney_development
gobp_epithelial_cell_differentiation_involved_in_prostate_gland_development	-0.732749471	-1.290317855	others	gobp_epithelial_cell_differentiation_involved_in_prostate_gland_development
gobp_epithelial_cell_fate_commitment	-1.781890569	-6.437595747	others	gobp_epithelial_cell_fate_commitment
gobp_epithelial_cell_maturation	0.140604703	-2.619966975	others	gobp_epithelial_cell_maturation
gobp_epithelial_cell_morphogenesis	0.721530827	-3.505242636	others	gobp_epithelial_cell_morphogenesis
gobp_epithelial_cell_proliferation	-4.084059966	-7.968087229	others	gobp_epithelial_cell_proliferation
gobp_epithelial_cell_proliferation_involved_in_lung_morphogenesis	-2.490131285	-2.083467112	others	gobp_epithelial_cell_proliferation_involved_in_lung_morphogenesis
gobp_epithelial_cell_proliferation_involved_in_prostate_gland_development	-3.566901274	-2.662535441	others	gobp_epithelial_cell_proliferation_involved_in_prostate_gland_development
gobp_epithelial_cilium_movement_involved_in_determination_of_left_right_asymmetry	1.150541738	1.930021412	others	gobp_epithelial_cilium_movement_involved_in_determination_of_left_right_asymmetry
gobp_epithelial_fluid_transport	-3.429962588	-4.169299158	others	gobp_epithelial_fluid_transport
gobp_epithelial_structure_maintenance	-0.537835779	1.096991552	others	gobp_epithelial_structure_maintenance
gobp_epithelial_to_mesenchymal_transition	-3.698265927	-8.317998223	others	gobp_epithelial_to_mesenchymal_transition
gobp_epithelial_to_mesenchymal_transition_involved_in_endocardial_cushion_formation	-2.864822323	-8.892125647	others	gobp_epithelial_to_mesenchymal_transition_involved_in_endocardial_cushion_formation
gobp_epithelial_tube_branching_involved_in_lung_morphogenesis	0.504615379	-3.139842123	others	gobp_epithelial_tube_branching_involved_in_lung_morphogenesis
gobp_epithelial_tube_formation	-1.334120281	-5.882484482	others	gobp_epithelial_tube_formation
gobp_epithelial_tube_morphogenesis	-2.125503565	-8.163641996	others	gobp_epithelial_tube_morphogenesis
gobp_epithelium_development	-3.21256931	-8.569598749	others	gobp_epithelium_development
gobp_epoxide_metabolic_process	1.476917106	3.002195208	others	gobp_epoxide_metabolic_process
gobp_epoxygenase_p450_pathway	-0.605535127	0.273857453	others	gobp_epoxygenase_p450_pathway
gobp_equilibrioception	2.233056762	-0.294926838	others	gobp_equilibrioception
gobp_er_associated_misfolded_protein_catabolic_process	2.406009709	0.144470069	others	gobp_er_associated_misfolded_protein_catabolic_process
gobp_er_nucleus_signaling_pathway	3.042506585	-0.142835127	others	gobp_er_nucleus_signaling_pathway
gobp_er_overload_response	2.733773781	0.544790812	others	gobp_er_overload_response
gobp_erad_pathway	2.801151487	1.260376973	others	gobp_erad_pathway
gobp_erbb_signaling_pathway	-2.655230167	-3.600032725	others	gobp_erbb_signaling_pathway
gobp_erbb2_signaling_pathway	-1.073450724	-0.608322772	others	gobp_erbb2_signaling_pathway
gobp_erk1_and_erk2_cascade	-0.596311098	-2.600376551	others	gobp_erk1_and_erk2_cascade
gobp_error_free_translesion_synthesis	2.169674341	0.213748801	others	gobp_error_free_translesion_synthesis
gobp_error_prone_translesion_synthesis	0.463300723	0.171499584	others	gobp_error_prone_translesion_synthesis
gobp_erythrocyte_development	-2.732272703	-4.016609526	others	gobp_erythrocyte_development
gobp_erythrocyte_homeostasis	-0.775860214	-1.875216967	others	gobp_erythrocyte_homeostasis
gobp_erythrocyte_maturation	-2.005825446	-4.974607964	others	gobp_erythrocyte_maturation
gobp_escrt_complex_disassembly	1.973872803	0.717598239	others	gobp_escrt_complex_disassembly
gobp_establishment_of_blood_brain_barrier	-1.352485307	-1.96323372	others	gobp_establishment_of_blood_brain_barrier
gobp_establishment_of_cell_polarity	-1.424577282	-3.756074939	others	gobp_establishment_of_cell_polarity
gobp_establishment_of_centrosome_localization	0.903099557	-1.827212743	others	gobp_establishment_of_centrosome_localization
gobp_establishment_of_endothelial_barrier	-4.719600235	-6.212424374	others	gobp_establishment_of_endothelial_barrier
gobp_establishment_of_endothelial_intestinal_barrier	-2.045758452	1.447292707	others	gobp_establishment_of_endothelial_intestinal_barrier
gobp_establishment_of_epithelial_cell_apical_basal_polarity	0.790772452	-3.913471127	others	gobp_establishment_of_epithelial_cell_apical_basal_polarity
gobp_establishment_of_epithelial_cell_polarity	0.807438067	-5.407751955	others	gobp_establishment_of_epithelial_cell_polarity
gobp_establishment_of_golgi_localization	0.864292783	-1.103703389	others	gobp_establishment_of_golgi_localization
gobp_establishment_of_lymphocyte_polarity	1.578453542	1.249280509	others	gobp_establishment_of_lymphocyte_polarity
gobp_establishment_of_meiotic_spindle_localization	-3.711517034	-0.503161304	others	gobp_establishment_of_meiotic_spindle_localization
gobp_establishment_of_mitochondrion_localization	1.104940294	-2.781066827	others	gobp_establishment_of_mitochondrion_localization
gobp_establishment_of_mitotic_spindle_localization	-1.409992681	2.20968101	others	gobp_establishment_of_mitotic_spindle_localization
gobp_establishment_of_organelle_localization	2.391087654	3.33934932	others	gobp_establishment_of_organelle_localization
gobp_establishment_of_pigment_granule_localization	1.695158403	1.80760809	others	gobp_establishment_of_pigment_granule_localization
gobp_establishment_of_planar_polarity_involved_in_neural_tube_closure	-0.474468578	-2.917117365	others	gobp_establishment_of_planar_polarity_involved_in_neural_tube_closure
gobp_establishment_of_planar_polarity_of_embryonic_epithelium	-0.569753874	-3.308273192	others	gobp_establishment_of_planar_polarity_of_embryonic_epithelium
gobp_establishment_of_protein_localization	3.106441501	2.042509592	others	gobp_establishment_of_protein_localization
gobp_establishment_of_protein_localization_to_chromatin	1.050074325	2.234896473	others	gobp_establishment_of_protein_localization_to_chromatin
gobp_establishment_of_protein_localization_to_chromosome	1.994238088	3.471617302	others	gobp_establishment_of_protein_localization_to_chromosome
gobp_establishment_of_protein_localization_to_endoplasmic_reticulum	3.529804411	2.268622894	others	gobp_establishment_of_protein_localization_to_endoplasmic_reticulum
gobp_establishment_of_protein_localization_to_membrane	3.609766921	1.434004156	others	gobp_establishment_of_protein_localization_to_membrane
gobp_establishment_of_protein_localization_to_mitochondrial_membrane	1.027395412	2.329611482	others	gobp_establishment_of_protein_localization_to_mitochondrial_membrane
gobp_establishment_of_protein_localization_to_organelle	2.526313034	1.843126429	others	gobp_establishment_of_protein_localization_to_organelle
gobp_establishment_of_protein_localization_to_plasma_membrane	0.214501194	-0.206073199	others	gobp_establishment_of_protein_localization_to_plasma_membrane
gobp_establishment_of_protein_localization_to_telomere	1.90028826	3.208605169	others	gobp_establishment_of_protein_localization_to_telomere
gobp_establishment_of_protein_localization_to_vacuole	-0.653652632	2.056697536	others	gobp_establishment_of_protein_localization_to_vacuole
gobp_establishment_of_rna_localization	1.007615934	1.730679167	others	gobp_establishment_of_rna_localization
gobp_establishment_of_sister_chromatid_cohesion	1.413158125	2.52934045	others	gobp_establishment_of_sister_chromatid_cohesion
gobp_establishment_of_spindle_orientation	-1.881601253	0.152483924	others	gobp_establishment_of_spindle_orientation
gobp_establishment_of_tissue_polarity	-1.839008865	-5.014152693	others	gobp_establishment_of_tissue_polarity
gobp_establishment_or_maintenance_of_bipolar_cell_polarity	0.274726468	-4.241492886	others	gobp_establishment_or_maintenance_of_bipolar_cell_polarity
gobp_establishment_or_maintenance_of_cell_polarity	-1.506207032	-2.340111941	others	gobp_establishment_or_maintenance_of_cell_polarity
gobp_establishment_or_maintenance_of_cytoskeleton_polarity	-3.837941519	-2.920940327	others	gobp_establishment_or_maintenance_of_cytoskeleton_polarity
gobp_establishment_or_maintenance_of_monopolar_cell_polarity	0.016841911	-3.960236464	others	gobp_establishment_or_maintenance_of_monopolar_cell_polarity
gobp_establishment_or_maintenance_of_transmembrane_electrochemical_gradient	0.039569999	1.220882932	others	gobp_establishment_or_maintenance_of_transmembrane_electrochemical_gradient
gobp_estrogen_biosynthetic_process	-0.640127919	0.966383794	others	gobp_estrogen_biosynthetic_process
gobp_estrogen_metabolic_process	0.638925561	1.685807461	others	gobp_estrogen_metabolic_process
gobp_estrous_cycle	1.598457541	0.33858221	others	gobp_estrous_cycle
gobp_ethanol_catabolic_process	-0.145522792	0.521913497	others	gobp_ethanol_catabolic_process
gobp_ethanol_metabolic_process	-1.774580248	-1.196044771	others	gobp_ethanol_metabolic_process
gobp_ethanol_oxidation	-2.451192899	-2.128697283	others	gobp_ethanol_oxidation
gobp_ethanolamine_containing_compound_metabolic_process	-0.128780503	0.383202109	others	gobp_ethanolamine_containing_compound_metabolic_process
gobp_ether_biosynthetic_process	3.738079473	4.032821497	others	gobp_ether_biosynthetic_process
gobp_ether_metabolic_process	3.531346444	4.110966281	others	gobp_ether_metabolic_process
gobp_excitatory_chemical_synaptic_transmission	-0.876706902	-0.754659365	others	gobp_excitatory_chemical_synaptic_transmission
gobp_excitatory_synapse_assembly	-3.723801077	-4.640500457	others	gobp_excitatory_synapse_assembly
gobp_excretion	-1.946243502	-2.52979899	others	gobp_excretion
gobp_execution_phase_of_apoptosis	0.866375247	0.70701505	others	gobp_execution_phase_of_apoptosis
gobp_exit_from_mitosis	-0.754844341	-0.367838345	others	gobp_exit_from_mitosis
gobp_exocrine_pancreas_development	-3.661624896	-6.424257658	others	gobp_exocrine_pancreas_development
gobp_exocrine_system_development	-4.190647229	-6.631276679	others	gobp_exocrine_system_development
gobp_exocyst_localization	-1.004408353	-3.257108268	others	gobp_exocyst_localization
gobp_exocytic_process	0.330715389	2.359643118	others	gobp_exocytic_process
gobp_exocytosis	2.087792124	2.572651169	others	gobp_exocytosis
gobp_exonucleolytic_catabolism_of_deadenylated_mrna	0.920888076	0.96926183	others	gobp_exonucleolytic_catabolism_of_deadenylated_mrna
gobp_exploration_behavior	1.408406687	-2.98977965	others	gobp_exploration_behavior
gobp_export_across_plasma_membrane	-0.757458654	-1.414370648	others	gobp_export_across_plasma_membrane
gobp_export_from_cell	1.165224782	-0.722740831	others	gobp_export_from_cell
gobp_external_encapsulating_structure_organization	-4.048620089	-6.367948122	others	gobp_external_encapsulating_structure_organization
gobp_extracellular_exosome_assembly	-0.681491703	2.068144797	others	gobp_extracellular_exosome_assembly
gobp_extracellular_matrix_assembly	-4.279530544	-6.503403417	others	gobp_extracellular_matrix_assembly
gobp_extracellular_matrix_cell_signaling	-0.119806297	-4.096433466	others	gobp_extracellular_matrix_cell_signaling
gobp_extracellular_matrix_constituent_secretion	-1.667878161	-4.257935128	others	gobp_extracellular_matrix_constituent_secretion
gobp_extracellular_matrix_disassembly	-2.770181936	-3.647923142	others	gobp_extracellular_matrix_disassembly
gobp_extracellular_regulation_of_signal_transduction	-1.545796732	-2.874652877	others	gobp_extracellular_regulation_of_signal_transduction
gobp_extracellular_transport	2.511640222	3.990688933	others	gobp_extracellular_transport
gobp_extracellular_vesicle_biogenesis	1.36278714	2.218054157	others	gobp_extracellular_vesicle_biogenesis
gobp_extraembryonic_membrane_development	-0.952489989	-1.786307273	others	gobp_extraembryonic_membrane_development
gobp_extrinsic_apoptotic_signaling_pathway	-0.238144593	-0.520655375	others	gobp_extrinsic_apoptotic_signaling_pathway
gobp_extrinsic_apoptotic_signaling_pathway_via_death_domain_receptors	-1.300943105	0.642055942	others	gobp_extrinsic_apoptotic_signaling_pathway_via_death_domain_receptors
gobp_eye_morphogenesis	-3.363948993	-5.33782516	others	gobp_eye_morphogenesis
gobp_eye_photoreceptor_cell_development	-0.672016778	1.072049855	others	gobp_eye_photoreceptor_cell_development
gobp_eye_photoreceptor_cell_differentiation	-0.426332038	0.484960815	others	gobp_eye_photoreceptor_cell_differentiation
gobp_eye_pigmentation	2.658700422	0.944124901	others	gobp_eye_pigmentation
gobp_eyelid_development_in_camera_type_eye	-0.790282922	-5.755292705	others	gobp_eyelid_development_in_camera_type_eye
gobp_face_development	-0.141757761	-6.606794557	others	gobp_face_development
gobp_facial_nerve_morphogenesis	-1.537920342	-5.042482316	others	gobp_facial_nerve_morphogenesis
gobp_facultative_heterochromatin_assembly	-0.096268747	-1.367022351	others	gobp_facultative_heterochromatin_assembly
gobp_farnesyl_diphosphate_metabolic_process	-0.200214873	-0.804682586	others	gobp_farnesyl_diphosphate_metabolic_process
gobp_fas_signaling_pathway	-0.388426093	3.621489331	others	gobp_fas_signaling_pathway
gobp_fat_cell_differentiation	-5.045908699	-6.192652558	others	gobp_fat_cell_differentiation
gobp_fat_cell_proliferation	0.339115084	-1.9036333	others	gobp_fat_cell_proliferation
gobp_fat_pad_development	-2.481000002	0.147081693	others	gobp_fat_pad_development
gobp_fat_soluble_vitamin_biosynthetic_process	-0.327275814	-0.038335699	others	gobp_fat_soluble_vitamin_biosynthetic_process
gobp_fat_soluble_vitamin_catabolic_process	-2.009182717	2.70919696	others	gobp_fat_soluble_vitamin_catabolic_process
gobp_fat_soluble_vitamin_metabolic_process	-1.586300042	1.712252274	others	gobp_fat_soluble_vitamin_metabolic_process
gobp_fatty_acid_alpha_oxidation	-0.588337796	-0.222857776	others	gobp_fatty_acid_alpha_oxidation
gobp_fatty_acid_beta_oxidation	1.031706676	0.895262219	others	gobp_fatty_acid_beta_oxidation
gobp_fatty_acid_beta_oxidation_using_acyl_coa_dehydrogenase	0.539815956	0.273601972	others	gobp_fatty_acid_beta_oxidation_using_acyl_coa_dehydrogenase
gobp_fatty_acid_beta_oxidation_using_acyl_coa_oxidase	2.215056702	1.36666417	others	gobp_fatty_acid_beta_oxidation_using_acyl_coa_oxidase
gobp_fatty_acid_biosynthetic_process	0.603639526	2.219151627	others	gobp_fatty_acid_biosynthetic_process
gobp_fatty_acid_catabolic_process	0.508593768	0.94660442	others	gobp_fatty_acid_catabolic_process
gobp_fatty_acid_derivative_biosynthetic_process	1.787334097	0.855570083	others	gobp_fatty_acid_derivative_biosynthetic_process
gobp_fatty_acid_derivative_catabolic_process	-0.317858254	2.24319476	others	gobp_fatty_acid_derivative_catabolic_process
gobp_fatty_acid_derivative_metabolic_process	1.039111134	1.835725725	others	gobp_fatty_acid_derivative_metabolic_process
gobp_fatty_acid_elongation	0.801603592	2.881744326	others	gobp_fatty_acid_elongation
gobp_fatty_acid_elongation_saturated_fatty_acid	0.655126917	1.892310087	others	gobp_fatty_acid_elongation_saturated_fatty_acid
gobp_fatty_acid_homeostasis	1.305253645	2.701554954	others	gobp_fatty_acid_homeostasis
gobp_fatty_acid_metabolic_process	-0.239697932	1.213970606	others	gobp_fatty_acid_metabolic_process
gobp_fatty_acid_omega_oxidation	-2.53770153	2.496680654	others	gobp_fatty_acid_omega_oxidation
gobp_fatty_acid_transmembrane_transport	1.301895382	0.110691979	others	gobp_fatty_acid_transmembrane_transport
gobp_fatty_acid_transport	-0.960598022	-0.774992851	others	gobp_fatty_acid_transport
gobp_fatty_acyl_coa_biosynthetic_process	3.041057133	2.193684165	others	gobp_fatty_acyl_coa_biosynthetic_process
gobp_fatty_acyl_coa_catabolic_process	1.394821638	2.877016309	others	gobp_fatty_acyl_coa_catabolic_process
gobp_fatty_acyl_coa_metabolic_process	2.973729073	2.862846497	others	gobp_fatty_acyl_coa_metabolic_process
gobp_fc_epsilon_receptor_signaling_pathway	1.380801656	1.600402397	others	gobp_fc_epsilon_receptor_signaling_pathway
gobp_fc_gamma_receptor_signaling_pathway	1.70055216	4.254199732	others	gobp_fc_gamma_receptor_signaling_pathway
gobp_fc_receptor_mediated_inhibitory_signaling_pathway	1.57151863	5.841973984	others	gobp_fc_receptor_mediated_inhibitory_signaling_pathway
gobp_fc_receptor_mediated_stimulatory_signaling_pathway	1.666543752	3.474624688	others	gobp_fc_receptor_mediated_stimulatory_signaling_pathway
gobp_fc_receptor_signaling_pathway	1.416393352	3.111203014	others	gobp_fc_receptor_signaling_pathway
gobp_fear_response	-0.148661496	-1.087960728	others	gobp_fear_response
gobp_feeding_behavior	1.43654185	-5.392651004	others	gobp_feeding_behavior
gobp_female_gamete_generation	-2.11151755	-2.532082074	others	gobp_female_gamete_generation
gobp_female_genitalia_development	0.75017294	-0.073537326	others	gobp_female_genitalia_development
gobp_female_meiosis_i	1.157071674	3.681339823	others	gobp_female_meiosis_i
gobp_female_meiotic_nuclear_division	-0.900946279	4.576317986	others	gobp_female_meiotic_nuclear_division
gobp_female_sex_differentiation	-2.817952499	-4.663661378	others	gobp_female_sex_differentiation
gobp_fermentation	-1.218390869	-1.747025861	others	gobp_fermentation
gobp_fertilization	-3.487913674	-0.537006912	others	gobp_fertilization
gobp_fever_generation	0.995229655	-2.647205122	others	gobp_fever_generation
gobp_fibrinolysis	-2.894210617	-0.071247959	others	gobp_fibrinolysis
gobp_fibroblast_activation	-4.486036597	-3.845027676	others	gobp_fibroblast_activation
gobp_fibroblast_apoptotic_process	0.047619971	-0.485085135	others	gobp_fibroblast_apoptotic_process
gobp_fibroblast_growth_factor_production	-1.148211755	-4.181791518	others	gobp_fibroblast_growth_factor_production
gobp_fibroblast_growth_factor_receptor_signaling_pathway	-0.642987872	-8.248255109	others	gobp_fibroblast_growth_factor_receptor_signaling_pathway
gobp_fibroblast_migration	-2.960153312	-4.059800983	others	gobp_fibroblast_migration
gobp_fibroblast_proliferation	-1.678051004	-4.726649797	others	gobp_fibroblast_proliferation
gobp_filopodium_assembly	0.029931945	-3.478302235	others	gobp_filopodium_assembly
gobp_flavin_containing_compound_metabolic_process	-1.078511125	2.237292642	others	gobp_flavin_containing_compound_metabolic_process
gobp_flavone_metabolic_process	-0.477633569	0.690643968	others	gobp_flavone_metabolic_process
gobp_flavonoid_glucuronidation	0.154222686	0.768498972	others	gobp_flavonoid_glucuronidation
gobp_flavonoid_metabolic_process	0.640517964	0.184954595	others	gobp_flavonoid_metabolic_process
gobp_floor_plate_development	-0.322449065	-1.675934342	others	gobp_floor_plate_development
gobp_fluid_transport	-3.466972884	-5.707449375	others	gobp_fluid_transport
gobp_foam_cell_differentiation	-0.445854908	1.523441535	others	gobp_foam_cell_differentiation
gobp_focal_adhesion_assembly	-5.103982167	-9.853704729	others	gobp_focal_adhesion_assembly
gobp_folate_import_across_plasma_membrane	-0.672899757	0.057339674	others	gobp_folate_import_across_plasma_membrane
gobp_folate_transmembrane_transport	-0.672899757	0.769798549	others	gobp_folate_transmembrane_transport
gobp_folic_acid_containing_compound_biosynthetic_process	1.983781909	4.46390098	others	gobp_folic_acid_containing_compound_biosynthetic_process
gobp_folic_acid_containing_compound_catabolic_process	-0.39018008	-1.362303717	others	gobp_folic_acid_containing_compound_catabolic_process
gobp_folic_acid_containing_compound_metabolic_process	0.425970327	3.108901448	others	gobp_folic_acid_containing_compound_metabolic_process
gobp_folic_acid_metabolic_process	0.538664872	3.257697709	others	gobp_folic_acid_metabolic_process
gobp_folic_acid_transport	-0.672899757	1.097545317	others	gobp_folic_acid_transport
gobp_follicle_stimulating_hormone_secretion	-1.617208055	-8.768719681	others	gobp_follicle_stimulating_hormone_secretion
gobp_forebrain_cell_migration	0.292372553	-6.335302334	others	gobp_forebrain_cell_migration
gobp_forebrain_development	-1.829277112	-5.068343267	others	gobp_forebrain_development
gobp_forebrain_dorsal_ventral_pattern_formation	0.82724031	-3.084041604	others	gobp_forebrain_dorsal_ventral_pattern_formation
gobp_forebrain_generation_of_neurons	-0.403107858	-4.79683222	others	gobp_forebrain_generation_of_neurons
gobp_forebrain_morphogenesis	-0.05287597	-0.46627474	others	gobp_forebrain_morphogenesis
gobp_forebrain_neuroblast_division	-0.872770701	3.923705504	others	gobp_forebrain_neuroblast_division
gobp_forebrain_neuron_development	-0.182980924	-2.739264515	others	gobp_forebrain_neuron_development
gobp_forebrain_neuron_differentiation	-0.019657975	-5.298475174	others	gobp_forebrain_neuron_differentiation
gobp_forebrain_radial_glial_cell_differentiation	-0.824403523	-7.189958542	others	gobp_forebrain_radial_glial_cell_differentiation
gobp_forebrain_regionalization	1.979323234	-0.395216453	others	gobp_forebrain_regionalization
gobp_foregut_morphogenesis	-2.388672616	-6.155149682	others	gobp_foregut_morphogenesis
gobp_forelimb_morphogenesis	-0.087426441	-4.232857102	others	gobp_forelimb_morphogenesis
gobp_formate_metabolic_process	0.899909752	1.500589701	others	gobp_formate_metabolic_process
gobp_formation_of_anatomical_boundary	-1.617208055	-1.408537803	others	gobp_formation_of_anatomical_boundary
gobp_formation_of_extrachromosomal_circular_dna	-0.792647057	4.559394043	others	gobp_formation_of_extrachromosomal_circular_dna
gobp_formation_of_primary_germ_layer	-3.798335391	-5.439909485	others	gobp_formation_of_primary_germ_layer
gobp_formation_of_translation_preinitiation_complex	1.454640527	3.254709321	others	gobp_formation_of_translation_preinitiation_complex
gobp_free_ubiquitin_chain_polymerization	-1.089038242	-0.933632895	others	gobp_free_ubiquitin_chain_polymerization
gobp_fructose_1_6_bisphosphate_metabolic_process	-0.62664257	0.779740923	others	gobp_fructose_1_6_bisphosphate_metabolic_process
gobp_fructose_2_6_bisphosphate_metabolic_process	-0.451247943	3.719721372	others	gobp_fructose_2_6_bisphosphate_metabolic_process
gobp_fructose_6_phosphate_metabolic_process	1.092779878	2.507225598	others	gobp_fructose_6_phosphate_metabolic_process
gobp_fructose_metabolic_process	-0.109418272	1.568857579	others	gobp_fructose_metabolic_process
gobp_fructose_transmembrane_transport	-0.188918938	0.824179856	others	gobp_fructose_transmembrane_transport
gobp_fucose_catabolic_process	0.551385685	1.11784373	others	gobp_fucose_catabolic_process
gobp_fucose_metabolic_process	-0.336893837	1.162405254	others	gobp_fucose_metabolic_process
gobp_fucosylation	0.058257121	1.03392931	others	gobp_fucosylation
gobp_fungiform_papilla_development	-1.226496549	-3.630857155	others	gobp_fungiform_papilla_development
gobp_fungiform_papilla_morphogenesis	-1.226496549	-3.90936289	others	gobp_fungiform_papilla_morphogenesis
gobp_fusion_of_sperm_to_egg_plasma_membrane_involved_in_single_fertilization	-3.759429038	-2.930319843	others	gobp_fusion_of_sperm_to_egg_plasma_membrane_involved_in_single_fertilization
gobp_g_protein_coupled_acetylcholine_receptor_signaling_pathway	-2.834999801	-3.375691987	others	gobp_g_protein_coupled_acetylcholine_receptor_signaling_pathway
gobp_g_protein_coupled_glutamate_receptor_signaling_pathway	0.09828188	-3.363688389	others	gobp_g_protein_coupled_glutamate_receptor_signaling_pathway
gobp_g_protein_coupled_opioid_receptor_signaling_pathway	0.618420163	-0.739623593	others	gobp_g_protein_coupled_opioid_receptor_signaling_pathway
gobp_g_protein_coupled_purinergic_receptor_signaling_pathway	-1.169048611	-1.881242279	others	gobp_g_protein_coupled_purinergic_receptor_signaling_pathway
gobp_g_protein_coupled_receptor_internalization	0.896334644	-3.094780555	others	gobp_g_protein_coupled_receptor_internalization
gobp_g_protein_coupled_receptor_signaling_pathway	-1.836250064	-2.924345438	others	gobp_g_protein_coupled_receptor_signaling_pathway
gobp_g_protein_coupled_receptor_signaling_pathway_coupled_to_cyclic_nucleotide_second_messenger	-3.34863398	-5.408952744	others	gobp_g_protein_coupled_receptor_signaling_pathway_coupled_to_cyclic_nucleotide_second_messenger
gobp_g_protein_coupled_receptor_signaling_pathway_involved_in_heart_process	-0.373936455	-5.828218824	others	gobp_g_protein_coupled_receptor_signaling_pathway_involved_in_heart_process
