ID,m/z,Retention time (min),Ion mode,Metabolites,Compound ID,Super Class,Class,Sub Class,kegg,Score,Fragmentation Score,Adducts,Formula,Mass Error (ppm),C115_N,C24_N,D36_N,F20_N,F44_N,G30_N,X117_N,H11_N,H17_N,H35_N,H4_N,R114_N,H46_N,J32_N,J38_N,L28_N,L3_N,L50_N,L6_N,L9_N,L113_N,L112_N,P1_N,P21_N,R25_N,R29_N,R51_N,S15_N,S2_N,W116_N,W14_N,W18_N,W33_N,W37_N,W5_N,X13_N,X22_N,X34_N,X49_N,Y10_N,Y12_N,Y19_N,Y27_N,Y48_N,Y7_N,Y8_N,Z16_N,Z23_N,Z26_N,Z43_N,A41_T,C24_T,C115_T,W116_T,C99_T,D36_T,D65_T,F20_T,F44_T,F69_T,W105_T,J111_T,G30_T,X117_T,G80_T,H11_T,H17_T,H35_T,H4_T,R114_T,H46_T,H63_T,H78_T,H85_T,H91_T,J32_T,J38_T,L28_T,L3_T,L50_T,L52_T,Z58_T,L6_T,L68_T,Y102_T,L75_T,L9_T,L90_T,L95_T,L97_T,L60_T,M72_T,N39_T,O31_T,P1_T,P21_T,P88_T,Q93_T,R25_T,R29_T,R51_T,L64_T,R82_T,S15_T,S2_T,W59_T,J106_T,S86_T,S92_T,T42_T,T45_T,W14_T,W18_T,W33_T,W37_T,W5_T,Y57_T,L61_T,W66_T,L103_T,W73_T,X13_T,X22_T,X34_T,X49_T,L113_T,X94_T,X98_T,Y10_T,Y12_T,Y19_T,Y27_T,Y48_T,L112_T,W101_T,Y7_T,Y8_T,Y89_T,Z16_T,Z23_T,Z26_T,Z43_T,W62_T,M104_T,Z76_T,Z81_T,W108_T,Z84_T,Z87_T,Z96_T
1.52_434.9495m/z,434.9495043,1.520166667,neg,Phosphoribosyl pyrophosphate,HMDB0000280,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C00119,39.9,6.47,M+FA-H,C5H13O14P3,-1.316844296,11.32663276,9.914620157,20.48876046,26.95609293,8.937513631,5.17732485,10.46325999,10.25277507,11.83058139,8.219833341,1.01E-12,9.767682388,9.039379424,2.93426367,8.480458208,5.014757385,14.55238865,12.87795351,3.334394946,1.784879222,13.87887492,9.842561638,11.23712567,8.709157829,6.18917172,3.271426763,4.355507167,2.75356585,8.895476268,17.22293295,19.07251085,13.55441066,5.404378815,6.280549993,11.35880951,15.68376943,8.631258351,15.70102741,10.67063268,17.68671912,16.94395604,10.44178009,9.140662497,5.353765386,7.350452239,6.533332542,3.951794264,6.203720942,4.407604658,9.46348119,12.58854673,17.54423309,17.10777613,18.05493149,10.05633519,21.82936626,12.98186926,35.74056737,15.86036787,15.45131212,26.10179817,13.32820179,20.28467958,7.906182798,6.719538291,29.57146102,23.70128593,31.81679951,20.67956021,8.001770621,6.811029106,11.17253348,7.492492918,5.174856146,14.63726707,14.38544522,15.55473766,12.27584518,28.01828937,20.29165884,4.267698034,31.08365739,27.70079017,22.6842227,20.22933755,3.92862172,23.86090297,6.211584894,6.785875845,7.452684251,33.75321243,9.129278694,23.14530734,6.441254713,19.74411086,13.23625328,9.519104289,13.1524953,12.75857451,14.77980879,7.432786077,50.13457922,8.42550373,26.12300216,20.04346715,21.92678696,15.9402107,12.83798307,15.22857413,33.82632107,6.301429684,17.73180254,35.97317627,14.66778938,18.05398504,27.66188746,13.77755623,38.91196531,14.51789431,14.55827003,10.99097106,15.15356414,14.30450851,17.97860621,5.518219866,32.32266327,9.787844909,15.00008711,38.90035375,25.2409609,22.33322437,7.971839972,19.12945684,26.37743994,23.75425917,24.80103189,35.23794268,29.11294131,1.409052244,40.47916178,10.29656965,14.97522203,9.240273144,19.98017923,3.44911982,9.516618383,13.41615174,7.587738703,22.08209751,11.54722704
5.86_121.0286m/z,121.02865,5.862283333,pos,Gentisate aldehyde,HMDB0004062,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,C05585,39.9,5.38,M+H-H2O,C7H6O3,1.768954692,6.068256646,4.887130386,9.478984221,2.868091628,5.104402646,8.216763882,17.16212102,18.20998228,9.441725589,5.197814229,12.70720664,6.534788872,11.41430418,10.91916795,19.72169487,12.69086528,17.159971,18.7480543,6.357853568,8.187242896,6.586463398,4.219674509,16.71736044,5.321949796,15.03681861,6.708640547,8.971535764,3.480802285,24.1193659,21.20888397,8.538132655,5.198057427,6.327559477,5.21487473,59.45885903,5.07655616,11.74559716,19.25492836,10.36141085,8.612941571,8.605885868,3.811796933,15.6312776,12.21810981,5.055272381,25.91556062,9.030620792,5.805716738,5.798049309,8.35623175,2.744823405,2.80649352,4.483339088,7.445523697,3.062852385,3.098391113,2.80588563,2.675114492,2.19001647,3.080077152,3.757038978,1.971879087,2.742761968,3.437770204,1.932482112,2.957619425,3.615248277,2.617639731,9.327245692,10.76482853,7.012063556,3.137389944,3.294063297,2.307166858,17.39538219,3.285606945,3.754330864,3.340606875,8.076417315,3.649129931,3.958745038,3.365910687,5.790575321,2.946400675,2.641182698,6.698315766,3.577533556,9.070202337,3.919723506,3.902139258,2.915387276,3.052273999,3.826852808,2.473056555,5.936205837,1.476766946,5.479431946,2.176336988,1.527405176,2.160872624,2.180889052,3.728082542,5.021798236,3.188202074,5.146905552,6.347637935,2.063381594,3.265126614,2.790693944,6.710124167,4.108172338,3.623760285,3.255473366,2.907395097,2.405453966,5.81639604,6.684199288,7.4360315,2.831528681,2.06898505,3.341685561,5.657384767,3.591233981,2.565931706,2.536638666,5.849500681,3.458004538,8.512013449,5.862514529,2.85708037,2.679439883,3.292920163,3.833023309,4.417349936,3.76660861,5.099204623,3.175130332,4.657194074,16.87689385,3.062888279,2.18206901,2.171323492,5.177813762,4.123616559,6.139315758,7.435553544,1.825657381,2.376590383,2.353930653,8.582360802
6.00_139.0765m/z,139.0765245,5.9973,neg,2-n-Propyl-4-oxopentanoic acid,HMDB0060683,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,C16655,39.9,3.89,M-H2O-H,C8H14O3,0.450763166,0.410329641,0.5638981,0.397033547,0.394240749,0.762350903,0.631113252,0.381226923,0.179643517,0.231808422,1.139341554,0.318294846,1.575750709,0.234709665,0.649080474,0.785047525,1.012249078,0.429083312,1.038759947,4.738923838,0.397021868,0.235665241,0.942419747,0.864868029,0.454742269,1.047346548,1.153683099,2.276113228,0.702857611,0.590099702,1.124982908,0.725457458,0.350137932,0.570151184,0.289667045,1.40520327,0.835045461,3.766413222,0.580527324,0.474012893,1.459853613,1.159366115,0.288089953,1.3333535,0.3198903,1.099534963,0.551856449,2.98436022,0.994800488,0.48205327,0.926910464,0.703819062,0.194462866,0.566286546,0.557281307,0.36043066,0.433565727,0.564334621,0.348715995,0.366244788,0.546468647,0.602725021,0.299526269,0.673959029,0.736755,0.341342916,0.436590598,0.255850087,0.311272858,1.209355193,1.111885903,0.560211826,0.48897867,0.499853617,0.407511339,0.716830216,0.937758696,1.076168792,0.737665372,0.265322801,0.56091261,0.308542731,0.524166786,0.414324767,0.658390161,0.480615206,0.600571046,0.943342894,0.561648427,0.350291114,0.750963999,0.367755789,0.559166249,1.302503313,0.598168552,0.266789154,0.909322714,0.464392908,0.379577985,0.777881973,0.921895668,0.43464948,0.439228515,0.545109825,0.701682482,1.763140308,0.436688833,0.58128355,0.655323839,0.500109546,0.602947887,0.257667267,0.47035843,0.278587137,1.166666899,0.125161503,1.488849236,0.532511007,0.636122108,0.346971837,0.468821397,0.261131126,0.637215192,0.71046203,0.396749277,0.420761524,0.666707188,0.335538396,0.588946309,1.550216939,0.441037978,0.701745325,0.477006159,0.632111508,0.560670005,0.59137227,0.554805651,0.62624466,0.753736756,0.758829976,0.429876952,0.630103119,0.363934753,0.587931752,0.575667115,0.578734542,0.933302118,0.414811174,0.537057202,0.345801974,0.739510403
7.92_391.1383m/z,391.1382953,7.92435,neg,5-Hydroxyconiferyl alcohol,HMDB0060398,Benzenoids,Phenols,Methoxyphenols,C12205,39.9,6.47,2M-H,C10H12O4,-3.942390243,0.225232565,0.386567465,0.883729509,0.515473991,0.56362252,0.318726482,1.403964802,0.634794587,0.277849131,0.376160287,1.01E-12,0.13344195,0.946746304,0.660029086,0.512956843,0.553004371,0.570244728,0.085310141,1.046373711,0.266165588,0.257408999,0.597712951,0.601451635,0.80410166,0.863130602,0.382731455,0.135099389,1.01E-12,0.433919244,0.489634699,0.860060957,0.111271226,0.348195634,0.388275536,0.388698373,0.283584079,0.053289202,0.339909575,0.399101113,0.185249199,0.50946082,0.399298038,0.750717684,0.147028546,0.122303506,0.260332875,0.434476121,0.530345411,0.323912068,0.214450862,0.012114791,0.195065101,0.085779475,0.139058071,0.077635599,0.315533739,0.292839259,0.268549299,0.138198703,0.062745435,0.0145652,0.105218117,0.287791228,0.172836727,0.552328421,0.882812681,0.08581595,0.488484777,0.28171943,0.020399927,0.405210033,0.220807925,0.320241521,0.009478703,0.108034167,0.116238696,0.190119356,0.419746794,0.354581995,0.543967153,0.133247689,1.01E-12,0.349407181,0.212980428,1.01E-12,1.01E-12,0.244191409,0.352893497,0.270346441,0.231033764,0.207930667,0.335685647,0.186119831,0.01273169,0.391667805,0.150704477,0.044279324,0.06835059,0.141721148,0.38490593,0.586089958,0.055520107,0.672131719,0.036403649,0.34855641,0.038202511,0.142096686,0.188573269,0.187753147,0.373175792,0.649426659,0.276485043,0.086176338,0.332917164,0.482868317,0.422722791,1.01E-12,0.00694643,0.145623573,0.026443908,0.430623861,0.189855269,0.065388897,0.190042148,0.512464421,0.078149978,0.342996641,0.511461238,0.626886691,0.199570982,0.204232888,0.268522613,0.307185548,0.064830783,1.01E-12,0.186146378,0.408315838,0.081561933,1.01E-12,0.182497771,0.150123311,0.161801689,0.04304081,1.01E-12,0.007123045,1.01E-12,1.01E-12,0.181684313,0.38286716,0.286262501
1.33_142.0267m/z,142.0267068,1.327116667,pos,(S)-beta-Aminoisobutyric acid,HMDB0002166,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",C03284,39.8,6.76,M+K,C4H9NO2,2.136848034,81.84164895,97.47930647,129.2778543,100.9273559,76.63818139,92.78902536,133.4353497,96.48675744,101.1275025,108.3770783,68.1343248,91.29957022,90.0685705,62.95131,104.4821287,64.5724236,87.59978167,124.900948,77.7863214,78.28644632,99.86176314,141.332535,90.12696567,75.08689674,92.84887422,66.08712354,75.69794978,97.77220192,94.96181024,137.2644226,95.81198413,114.1098599,98.17783208,88.63698139,101.4064286,94.18237257,115.6172701,103.7764469,116.6027605,81.42746792,92.34883446,91.38946276,98.90424661,64.92593651,111.6941311,88.10312856,87.42869468,113.4518253,65.07559967,91.87558826,69.56692161,68.33534711,93.23365915,107.1261412,86.49194965,83.94890618,46.32148971,114.1119022,39.9881008,67.48740492,123.9277358,93.79587576,89.07997867,87.74381817,19.86285695,56.31424368,84.58237449,108.3254416,71.56028996,101.3234811,40.35664743,71.62814373,80.296409,57.47249821,85.64150215,51.41261783,10.98043576,93.70645925,95.53654563,25.98147518,43.55343246,198.9867718,70.74014294,100.0144435,89.35984025,53.43459828,54.96747694,27.49504006,86.20533914,46.10097689,182.183698,78.2965724,5.017572184,48.54924926,33.5828916,67.74780033,37.52431733,60.84936781,44.86254002,38.86830136,15.80146819,129.9495501,83.80150671,71.35116279,6.363260676,79.42784325,67.00371656,93.54043912,45.06631576,96.33585948,20.25930292,16.36282988,82.44724109,50.10434374,90.31327838,74.25647568,40.2159865,39.79755482,45.0751665,109.9646231,79.36884351,51.71285593,84.81114942,64.40202926,28.89918537,104.5499709,45.16555148,121.4542007,152.6126224,57.72121754,93.40205276,16.58170303,88.81276869,120.9992909,113.6919485,48.66964746,70.87037302,44.39374466,7.271334679,116.1086557,48.5177276,18.91617629,70.08551449,120.6681514,47.20468145,17.15164397,68.80020233,30.19702027,141.2012929,59.13034611
11.76_570.0629m/z,570.0629105,11.76025,pos,GDP-4-Dehydro-6-deoxy-D-mannose,HMDB0001346,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,C01222,39.8,15.6,M+H-H2O,C16H23N5O15P2,-0.663550879,1.01E-12,0.362390202,0.911852244,14.98285042,31.6851815,0.092797465,1.800049914,1.01E-12,8.657325989,1.01E-12,0.762878221,2.457587183,1.01E-12,66.92977623,17.96203753,1.01E-12,8.380011517,1.01E-12,45.65816737,1.699370692,0.113677573,6.256681873,0.936084472,0.379698003,25.70218979,0.434211287,0.44897992,1.01E-12,2.936155629,1.145767318,8.642958673,1.754686723,0.853719411,0.304556777,1.01E-12,0.924396238,5.573960004,0.07033556,1.01E-12,1.01E-12,0.208491205,23.24601443,1.250787439,0.694832323,0.740863259,0.585703695,1.01E-12,0.361434573,1.28908683,2.879606674,0.256489291,0.197435791,0.057803651,0.533942359,1.01E-12,0.117338174,1.01E-12,1.01E-12,7.780593651,1.779444829,1.01E-12,0.289823249,1.01E-12,1.01E-12,1.01E-12,0.146429435,1.01E-12,1.01E-12,1.01E-12,4.165580893,0.201019597,1.01E-12,1.01E-12,3.181485996,0.236019758,8.23754867,0.121389933,1.01E-12,0.161562375,0.000264288,1.01E-12,0.160676937,1.637870863,1.01E-12,1.01E-12,1.01E-12,0.227432311,0.232743119,1.01E-12,1.01E-12,0.192078323,1.01E-12,1.01E-12,0.087109983,1.596062617,1.01E-12,1.01E-12,0.352047618,0.516648801,0.328745756,1.01E-12,2.410904637,0.045579112,1.01E-12,0.268184509,0.895779133,7.439746135,0.418322333,1.01E-12,9.766249742,0.357794266,0.719880767,0.403036544,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,0.327430929,1.01E-12,1.01E-12,0.534183579,1.01E-12,0.224748476,1.01E-12,0.553192202,1.01E-12,0.089680135,1.01E-12,1.01E-12,12.36138164,0.08788829,0.414186038,6.846981412,1.01E-12,1.036188251,1.01E-12,1.01E-12,1.01E-12,0.069403616,1.01E-12,0.806566062,1.01E-12,1.01E-12,1.01E-12,0.359712754,1.01E-12,0.044606421,1.01E-12,6.210324494
13.41_374.2924m/z,374.2923869,13.4123,neg,Dihydroceramide,HMDB0006752,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,C12126,39.8,6.13,M+FA-H,C19H39NO3,3.613611191,3.901511111,9.114559244,10.91469844,10.2996427,11.46686039,17.52153322,6.16059108,15.52594157,18.00077182,10.64803521,1.01E-12,5.490074905,9.843804167,9.787657858,9.388767678,8.746933627,13.73538398,11.97435866,17.85223832,12.53537045,5.991360135,10.16731134,18.11281057,9.266315596,7.390306957,15.49127308,13.89394143,9.869178216,10.96336542,6.565297094,8.836642404,10.49858436,11.74381835,14.25120261,8.784049179,11.13397947,10.42535594,12.37578172,15.23890599,11.96030397,9.322798489,7.549012,8.131037457,11.35013235,16.48978229,19.55540595,11.34579812,10.44535955,7.756715073,13.14105724,17.91229602,11.61720354,4.244205098,7.825981622,25.82895483,10.05146637,17.68321655,12.0375831,24.12263466,10.43063738,7.418410284,5.247949347,14.19470908,2.363565655,22.04138566,7.027589217,9.316835229,13.76610407,4.618297938,7.249614942,19.08382873,11.9665001,8.685558027,9.599437986,15.13863158,9.822834529,12.73562594,10.16540678,12.46567949,18.64129749,11.81130715,7.821292069,8.940026151,4.25524924,5.537412114,18.49923926,10.27448884,22.53898596,19.74655407,17.57998608,2.960386388,6.466392036,25.90292284,24.32732359,14.98554852,5.298629286,16.84888296,7.630139068,5.48778757,16.92697745,13.9889696,3.477403797,8.905311339,17.69989947,13.52248704,6.187318577,13.6212226,15.11682444,15.77988731,15.56276107,19.19089686,8.326169073,5.899737029,8.377286312,13.39890525,15.38374031,1.75947628,4.778572741,10.89518988,11.98301578,9.959720588,7.324706406,8.89954241,9.71462269,7.5014649,4.331070805,14.86932672,18.13229024,9.873422743,11.62199326,8.391150012,9.025318165,7.609259696,4.68368778,15.01113089,12.06163925,7.541607127,35.88769654,6.152134406,8.484442181,7.371958023,18.00636066,1.454320712,5.683638935,12.8066189,18.46356971,7.20104992,19.87673535,13.2941263,11.565961
13.56_199.1707m/z,199.1707341,13.55771667,neg,Lauric acid,LMFA01010012,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,C02679,39.8,2.99,M-H,C12H24O2,1.900699679,187.7623345,258.6045379,185.4479345,322.0928983,272.8117572,243.4416808,171.2825121,164.9735533,201.9233484,212.7515033,69.25638047,195.0706183,397.9964234,542.5763583,1571.036585,166.2888638,470.3383684,358.9627991,987.4829446,350.2460963,223.3304739,268.3608903,398.2434381,249.4366983,376.5221715,239.3296455,280.8323223,271.4703473,460.0310988,303.859269,277.1492528,258.6040454,212.7525059,204.2757171,363.4342839,302.7760253,306.1191406,192.6601661,226.006229,200.073218,217.6037984,1682.397608,291.5383185,213.3594745,316.2535248,229.4727321,222.2386915,284.9076309,332.4627741,253.1242565,464.5171162,221.7650936,310.6709872,276.8542174,339.7086968,283.351154,222.8671251,212.6298337,332.7275533,147.0571883,350.4753967,527.3865084,308.1813253,287.9667763,240.745483,247.2799529,213.8297875,212.7036252,195.5252879,346.6697354,288.8565869,120.1816042,302.9744285,360.5200901,162.714137,282.8724201,191.6471444,218.0618111,217.7543221,162.985717,197.1950718,307.5946004,300.5562915,149.5308756,360.1441176,185.6056431,232.9831487,194.7379249,388.4943829,262.4540994,287.3146381,252.3267073,272.0024991,293.5409736,592.3918677,171.1976466,279.571375,151.4715975,176.1033071,196.3234205,181.2279353,310.7392916,163.1654472,184.9658387,252.7774792,323.9501935,275.45146,315.479911,254.2080122,442.7145532,327.2393309,204.0457828,214.2480715,275.0885557,211.2332285,268.6936295,339.6194768,267.2820283,301.2450683,313.5042067,205.7689859,292.7888773,234.2620716,242.0410227,175.3775293,434.9735966,210.0404286,319.3996357,178.2667981,176.0791827,551.1361797,170.0092162,223.4659181,413.1846042,415.6703725,221.6977018,229.6444981,249.9389859,216.5740596,248.3478441,176.7345901,449.8143788,374.8187134,372.8830339,316.7462351,339.5910221,252.0132405,236.083062,208.3234569,491.1620372
2.28_337.0454m/z,337.045389,2.28485,neg,Imidazoleacetic acid ribotide,HMDB0006032,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C04437,39.8,9.46,M-H,C10H15N2O9P,3.398008927,2.494275876,3.562076046,0.336034514,1.852762266,0.727846243,0.900086257,3.497029183,0.60267438,4.279583357,0.683151543,1.01E-12,2.448361463,1.66652837,0.064568011,0.606668524,0.695364019,0.023072354,2.957803814,4.03044825,6.681032963,2.551881774,0.098258247,4.839148879,0.446481485,0.189506866,0.718544218,2.934504863,0.345948295,1.058408783,5.743726438,0.069023343,0.180486213,0.886025715,0.606185744,0.775096404,0.06223219,0.328638834,3.0943771,0.334473859,0.131883184,0.369789937,0.63729896,1.685457731,0.663881622,2.345924265,7.583651088,0.270039648,0.633178669,0.757788941,0.208972824,7.340800752,5.673603723,5.490245861,4.150366544,10.49855802,1.654914417,1.230186045,7.465483123,14.90002169,0.013220092,12.0466661,3.816888642,2.571479252,30.76200372,5.280472217,18.72331616,2.369995776,14.01933675,1.01E-12,0.112339943,0.72211653,1.01E-12,0.174651815,0.025128821,2.063989563,0.473707757,0.675817515,1.785637921,4.322209418,2.579930261,0.048464863,8.432572132,12.95060582,19.25616949,0.502090812,0.427860573,12.23681353,7.324969263,0.028408188,1.097414053,8.270030736,0.490878747,1.893998835,0.333314392,1.292894084,11.31263154,1.01E-12,6.066496281,12.48045855,0.252569498,7.654591296,9.679895911,6.513361706,5.090235196,13.65019812,0.091442394,1.588343329,6.241139199,19.66297537,10.26904291,2.760303056,4.760508117,3.478892947,0.499240029,17.61945336,0.514400097,1.01E-12,1.01E-12,0.527416434,2.795387656,2.301457001,1.01E-12,4.808165411,17.65570436,9.16805142,8.793373706,0.487258468,4.768468928,13.8763883,19.83958575,1.091842061,0.216324732,2.561379706,6.98232213,2.122378866,0.010382742,15.81146509,27.30928748,0.036358739,1.304738855,1.01E-12,4.341686035,1.01E-12,4.13483329,0.026415822,7.93164229,6.566554869,3.173439579,69.32538134,10.57813605
4.34_199.1082m/z,199.1081997,4.337983333,pos,Beta-Tyrosine,HMDB0003831,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",C04368,39.8,11.5,M+NH4,C9H11NO3,2.656107959,5.370473779,4.235575888,6.820196156,5.257163302,5.937402361,3.687217169,5.344918648,5.858440544,4.735532095,5.165169064,5.015880797,5.083620696,5.885013283,4.98345808,4.901608087,5.366580749,4.580576603,5.721652441,4.257558241,3.993221459,5.245797924,5.05473076,3.424177814,6.05836055,5.503556854,6.096505478,6.514656138,4.973863969,4.515685943,5.012352223,5.578500716,5.376623244,5.17897549,4.826544086,5.412100744,6.02888933,6.416869754,5.489557776,5.841216095,6.768340406,5.856843386,5.051536319,5.624084543,5.258559403,4.42529389,4.843553403,5.582298875,6.760344664,4.95508681,6.846798484,5.389997281,8.520640857,5.700560873,6.224820185,6.62657423,8.469070144,4.573364126,8.237845736,5.498726844,4.788882746,6.804152434,4.875225509,9.108865852,5.232743143,6.062491995,6.77060561,6.806906762,8.017204494,6.374798669,9.659485062,8.347970123,5.10489379,5.396152356,5.325601841,6.40702145,6.744858575,6.133189026,8.057201224,5.468661693,8.170889272,5.380057015,6.763999411,5.183847552,6.499063538,3.988973166,7.929895406,7.218474439,5.284083152,5.915471625,5.113142085,6.096708184,5.319684843,7.517995654,4.777409489,5.667900619,7.308293682,7.321689162,4.758091431,5.987546355,4.863781544,6.951644083,5.808440261,7.526854179,5.956296117,5.196399534,6.390222226,4.314050694,6.171402539,6.020503673,11.03872406,5.72899143,9.581847805,5.575610123,8.865011209,8.972474237,4.625789693,8.138952507,7.527085635,5.975257368,4.703477791,5.847182178,6.980232212,6.964552348,6.477470028,7.351957612,7.131061353,6.583833729,6.537009484,8.683083388,9.239265365,6.776788731,5.370458247,7.212527403,6.345193689,5.67099022,6.3482812,5.47223896,9.356831357,15.49276805,6.833213919,5.225260617,4.992490631,6.423131492,5.275526857,6.977904207,10.5001132,3.972503381,5.279900181,8.856746368,9.808755672
7.36_549.2624m/z,549.2623931,7.360816667,neg,leukotriene F4,LMFA03020076,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,C06462,39.8,23.8,M-H2O-H,C28H44N2O8S,-2.821142307,1.01E-12,0.009876584,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,0.009383056,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,0.112906932,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,1.01E-12,0.000123213,1.01E-12,1.01E-12,1.01E-12,9.08E-06,1.01E-12,0.951932067,0.133678759,1.01E-12,1.01E-12,0.304473252,0.299172435,0.160136332,0.13291207,3.067055971,0.208152257,1.01E-12,0.074346969,0.351001637,1.01E-12,1.580739053,1.058794356,0.660214882,0.880761949,0.444146462,1.01E-12,1.01E-12,0.012296474,1.01E-12,0.258263006,1.01E-12,0.206704293,2.380776012,0.097281608,0.748441837,0.169060965,0.190657135,1.01E-12,0.386067221,0.026637206,0.136643253,1.01E-12,0.606652048,0.339777059,1.01E-12,1.488857827,1.01E-12,1.01E-12,0.172216285,0.238508435,0.357216083,1.357694653,1.01E-12,0.166448189,0.103752322,0.718303335,1.01E-12,1.01E-12,0.348950591,0.307645524,3.328100855,1.01E-12,0.253921375,0.28439876,1.857212042,0.016849764,2.180661385,0.453215849,1.914332727,0.14407621,0.380814735,1.01E-12,1.01E-12,0.08019255,1.683879719,1.183338594,0.543460365,0.066036038,0.300211608,0.22709882,0.364667287,1.01E-12,0.218745668,1.01E-12,0.032376427,2.753382359,0.069801914,0.622542028,0.297742569,1.01E-12,1.01E-12,0.294036959,1.225004773,0.023395371,1.01E-12,1.01E-12,0.594289866,3.716558,1.01E-12,0.189315,1.01E-12,0.013810962,0.217750548,0.938182662,0.045062929,1.01E-12
0.63_146.0249m/z,146.0249395,0.6274,neg,"Indole-5,6-quinone",HMDB0006779,Organoheterocyclic compounds,Indoles and derivatives,Unclassified,C05579,39.7,9.2,M-H,C8H5NO2,1.275347692,13.6379944,12.34299048,15.7736232,12.22939553,12.56552947,11.1944402,12.98906322,12.8707487,13.93712871,12.75704134,1.01E-12,13.47938114,11.57446266,12.22991834,10.76466452,11.82512686,13.8788944,11.66961881,12.76061612,9.956517028,12.30049429,11.96478758,12.96917439,10.99475606,13.1173577,12.91755861,10.96586513,13.69507708,12.27074272,13.60860054,14.48823712,13.24686923,11.93057918,12.15206393,12.93650141,12.401696,12.4794708,12.44599824,10.86842258,15.70479783,11.13114306,9.92405275,11.14786662,11.42718167,11.941762,12.02481776,13.61390953,13.30650361,10.24941983,12.03319432,6.08120975,15.82539153,7.835296921,8.372815203,13.19978798,12.85160977,13.08704897,14.23162698,5.677922262,13.4023555,6.455502283,5.378945355,15.45935902,7.349746936,10.98900454,14.18823039,14.42710186,12.7711983,18.68969589,10.74959847,16.26330406,12.81254049,13.70591743,12.95988158,13.84138171,14.99106141,14.92922093,14.49622112,15.19838026,11.41297653,13.14110558,6.952161594,15.35117574,13.99818774,7.453966241,16.88078557,15.21325853,11.61596624,13.46767649,12.78200455,6.132150403,13.05948194,12.38281748,12.31620239,14.5795057,13.24319374,17.9930423,10.05287632,12.48730654,13.12067385,12.04899766,7.866320045,12.19373886,15.37841112,15.85023318,7.200550586,6.486108232,13.69938483,14.52923627,12.50444003,6.046481525,14.40703755,13.90266945,13.04157156,12.67774629,14.85021057,8.431300038,10.11228221,11.49058666,6.967296518,12.16120769,16.97482307,17.21884036,13.0603834,9.628171497,8.59801076,14.56147959,12.84591275,16.53939715,14.00473837,13.57894644,15.42136151,9.891783026,8.432573913,8.909956822,13.74337824,16.23433428,17.67515712,24.23363396,15.16554729,14.30614833,5.754743183,8.289643305,8.433036788,19.38053497,18.634961,5.37658151,11.69388705,12.64060709,17.96407271
